向こう, 名詞, "m u k o:"
向こう側, 名詞, "m u k o: g a w a"
向こう岸, 名詞, "m u k o: g i sh i"
向っ, 動詞, "m u k a q"
向ふ, 名詞, "m u k o:"
向上, 名詞, "k o: j o:"
向井, 名詞, "m u k a i"
向坂, 名詞, "s a k i s a k a"
向山, 名詞, "k o: y a m a"
向山, 名詞, "m u k a i y a m a"
向島, 名詞, "m u k a i sh i m a"
向島, 名詞, "m u k o: j i m a"
向後, 名詞, "k o: g o"
向日葵, 名詞, "h i g u r u m a"
向日葵, 名詞, "h i m a w a r i"
君, 代名詞, "k i m i"
君, 名詞, "k i m i"
君, 名詞, "k u N"
君, 接尾辞, "g i m i"
君, 接尾辞, "k u N"
君が代, 名詞, "k i m i g a y o"
君主, 名詞, "k u N sh u"
君代, 名詞, "k i m i y o"
君子, 名詞, "k i m i k o"
君子, 名詞, "k u N sh i"
君江, 名詞, "k i m i e"
君津, 名詞, "k i m i ts u"
君臣, 名詞, "k u N sh i N"
君臨, 名詞, "k u N r i N"
吞み, 動詞, "n o m i"
吞む, 動詞, "n o m u"
吞ん, 動詞, "n o N"
吟, 名詞, "g i N"
吟味, 名詞, "g i N m i"
吟遊, 名詞, "g i N y u:"
吟醸, 名詞, "g i N j o:"
吠え, 動詞, "h o e"
吠える, 動詞, "h o e r u"
否, 名詞, "h i"
否, 名詞, "i n a"
否, 感動詞, "i n a"
否め, 動詞, "i n a m e"
否定, 名詞, "h i t e:"
否応, 名詞, "i y a o:"
否決, 名詞, "h i k e ts u"
否認, 名詞, "h i n i N"
含, 動詞, "f u k u m u"
含ま, 動詞, "f u k u m a"
含み, 動詞, "f u k u m i"
含み, 名詞, "b u k u m i"
含み, 名詞, "f u k u m i"
含み損, 名詞, "f u k u m i s o N"
含み益, 名詞, "f u k u m i e k i"
含み笑い, 名詞, "f u k u m i w a r a i"
含む, 動詞, "f u k u m u"
含め, 動詞, "f u k u m e"
含める, 動詞, "f u k u m e r u"
含めれ, 動詞, "f u k u m e r e"
含ん, 動詞, "f u k u N"
含意, 名詞, "g a N i"
含有, 名詞, "g a N y u:"
含水, 名詞, "g a N s u i"
含蓄, 名詞, "g a N ch i k u"
含量, 名詞, "g a N ry o:"
吸, 接頭辞, "ky u:"
吸い, 動詞, "s u i"
吸いこま, 動詞, "s u i k o m a"
吸いこみ, 動詞, "s u i k o m i"
吸いこむ, 動詞, "s u i k o m u"
吸いこん, 動詞, "s u i k o N"
吸い上げ, 動詞, "s u i a g e"
吸い上げる, 動詞, "s u i a g e r u"
吸い取っ, 動詞, "s u i t o q"
吸い取ら, 動詞, "s u i t o r a"
吸い口, 名詞, "s u i k u ch i"
吸い寄せ, 動詞, "s u i y o s e"
吸い殻, 名詞, "s u i g a r a"
吸い物, 名詞, "s u i m o n o"
吸い込ま, 動詞, "s u i k o m a"
吸い込み, 動詞, "s u i k o m i"
吸い込む, 動詞, "s u i k o m u"
吸い込ん, 動詞, "s u i k o N"
吸う, 動詞, "s u u"
吸う, 動詞, "s u:"
吸え, 動詞, "s u e"
吸える, 動詞, "s u e r u"
吸っ, 動詞, "s u q"
吸わ, 動詞, "s u w a"
吸入, 名詞, "ky u: ny u:"
吸収, 名詞, "ky u: sh u:"
吸引, 名詞, "ky u: i N"
吸殻, 名詞, "s u i g a r a"
吸気, 名詞, "ky u: k i"
吸水, 名詞, "ky u: s u i"
吸盤, 名詞, "ky u: b a N"
吸着, 名詞, "ky u: ch a k u"
吸蔵, 名詞, "ky u: z o:"
吸血, 名詞, "ky u: k e ts u"
吹, 接尾辞, "b u k i"
吹, 接尾辞, "f u k i"
吹い, 動詞, "f u i"
吹か, 動詞, "f u k a"
吹かし, 動詞, "f u k a sh i"
吹き, 動詞, "f u k i"
吹き, 接尾辞, "b u k i"
吹き, 接尾辞, "f u k i"
吹きかけ, 動詞, "f u k i k a k e"
吹きこん, 動詞, "f u k i k o N"
吹きすさぶ, 動詞, "f u k i s u s a b u"
吹きだし, 動詞, "f u k i d a sh i"
吹きつけ, 動詞, "f u k i ts u k e"
吹きつける, 動詞, "f u k i ts u k e r u"
吹き上げ, 動詞, "f u k i a g e"
吹き付け, 動詞, "f u k i ts u k e"
吹き出, 動詞, "f u k i d e"
吹き出し, 動詞, "f u k i d a sh i"
吹き出す, 動詞, "f u k i d a s u"
吹き抜け, 動詞, "f u k i n u k e"
吹き抜け, 名詞, "f u k i n u k e"
吹き抜ける, 動詞, "f u k i n u k e r u"
吹き替え, 動詞, "f u k i k a e"
吹き替え, 名詞, "f u k i k a e"
吹き荒れ, 動詞, "f u k i a r e"
吹き荒れる, 動詞, "f u k i a r e r u"
吹き込ま, 動詞, "f u k i k o m a"
吹き込み, 動詞, "f u k i k o m i"
吹き込む, 動詞, "f u k i k o m u"
吹き込ん, 動詞, "f u k i k o N"
吹き返し, 動詞, "f u k i k a e sh i"
吹き飛ばさ, 動詞, "f u k i t o b a s a"
吹き飛ばし, 動詞, "f u k i t o b a sh i"
吹き飛ばす, 動詞, "f u k i t o b a s u"
吹き飛ん, 動詞, "f u k i t o N"
吹く, 動詞, "f u k u"
吹け, 動詞, "f u k e"
吹っ飛ん, 動詞, "f u q t o N"
吹上, 名詞, "f u k i a g e"
吹奏, 名詞, "s u i s o:"
吹田, 名詞, "f u k i t a"
吹田, 名詞, "s u i t a"
吹聴, 名詞, "f u i ch o:"
吹雪, 名詞, "f u b u k i"
吻合, 名詞, "f u N g o:"
吼え, 動詞, "h o e"
吾, 代名詞, "w a r e"
吾々, 代名詞, "w a r e w a r e"
吾が, 連体詞, "w a g a"
吾一, 名詞, "g o i ch i"
吾人, 代名詞, "g o j i N"
吾妻, 名詞, "a z u m a"
吾輩, 代名詞, "w a g a h a i"
吾郎, 名詞, "g o r o:"
呂, 名詞, "ry o"
呂布, 名詞, "ry o f u"
呆け, 動詞, "b o k e"
呆け, 動詞, "h o: k e"
呆れ, 動詞, "a k i r e"
呆れる, 動詞, "a k i r e r u"
呆れ顔, 名詞, "a k i r e g a o"
呆気, 名詞, "a q k e"
呆然, 形状詞, "b o: z e N"
呈し, 動詞, "t e: sh i"
呈する, 動詞, "t e: s u r u"
呈示, 名詞, "t e: j i"
呉, 名詞, "g o"
呉, 名詞, "k u r e"
呉れ, 動詞, "k u r e"
呉服, 名詞, "g o f u k u"
告, 名詞, "ts u g e"
告ぐ, 動詞, "ts u g u"
告げ, 動詞, "ts u g e"
告げ, 名詞, "ts u g e"
告げる, 動詞, "ts u g e r u"
告げ口, 名詞, "ts u g e g u ch i"
告別, 名詞, "k o k u b e ts u"
告発, 名詞, "k o k u h a ts u"
告白, 名詞, "k o k u h a k u"
告知, 名詞, "k o k u ch i"
告示, 名詞, "k o k u j i"
告訴, 名詞, "k o k u s o"
呑ま, 動詞, "n o m a"
呑み, 動詞, "n o m i"
呑みこま, 動詞, "n o m i k o m a"
呑み込ま, 動詞, "n o m i k o m a"
呑み込ん, 動詞, "n o m i k o N"
呑む, 動詞, "n o m u"
呑ん, 動詞, "n o N"
呑気, 形状詞, "n o N k i"
呟い, 動詞, "ts u b u y a i"
呟き, 動詞, "ts u b u y a k i"
呟き, 名詞, "ts u b u y a k i"
呟く, 動詞, "ts u b u y a k u"
周, 名詞, "a m a n e"
周, 名詞, "m a k o t o"
周, 名詞, "sh u:"
周り, 名詞, "m a w a r i"
周り, 接尾辞, "m a w a r i"
周五郎, 名詞, "sh u: g o r o:"
周作, 名詞, "sh u: s a k u"
周公, 名詞, "sh u: k o:"
周到, 形状詞, "sh u: t o:"
周南, 名詞, "sh u: n a N"
周回, 名詞, "sh u: k a i"
周囲, 名詞, "sh u: i"
周太郎, 名詞, "sh u: t a r o:"
周平, 名詞, "sh u: h e:"
周年, 名詞, "sh u: n e N"
周忌, 名詞, "sh u: k i"
周旋, 名詞, "sh u: s e N"
周期, 名詞, "sh u: k i"
周波, 名詞, "sh u: h a"
周王, 名詞, "sh u: o:"
周瑜, 名詞, "sh u: y u"
周産, 名詞, "sh u: s a N"
周知, 名詞, "sh u: ch i"
周縁, 名詞, "sh u: e N"
周辺, 名詞, "sh u: h e N"
周造, 名詞, "sh u: z o:"
周遊, 名詞, "sh u: y u:"
周防, 名詞, "s u o:"
周防, 名詞, "s u o: n o"
呪, 名詞, "n o r o i"
呪, 名詞, "sh u"
呪い, 名詞, "n o r o i"
呪う, 動詞, "n o r o u"
呪う, 動詞, "n o r o:"
呪っ, 動詞, "n o r o q"
呪わ, 動詞, "n o r o w a"
呪力, 名詞, "j u ry o k u"
呪文, 名詞, "j u m o N"
呪縛, 名詞, "j u b a k u"
呪術, 名詞, "j u j u ts u"
呪詛, 名詞, "z u s o"
味, 名詞, "a j i"
味, 接尾辞, "m i"
味つけ, 名詞, "a j i ts u k e"
味の素, 名詞, "a j i n o m o t o"
味わい, 動詞, "a j i w a i"
味わい, 名詞, "a j i w a i"
味わう, 動詞, "a j i w a u"
味わえ, 動詞, "a j i w a e"
味わえる, 動詞, "a j i w a e r u"
味わおう, 動詞, "a j i w a o:"
味わっ, 動詞, "a j i w a q"
味わわ, 動詞, "a j i w a w a"
味付け, 名詞, "a j i ts u k e"
味噌, 名詞, "m i s o"
味方, 名詞, "a j i k a t a"
味方, 名詞, "m i k a t a"
味気ない, 形容詞, "a j i k e n a i"
味見, 名詞, "a j i m i"
味覚, 名詞, "m i k a k u"
味醂, 名詞, "m i r i N"
呵責, 名詞, "k a sh a k u"
呻い, 動詞, "u m e:"
呻き, 動詞, "u m e k i"
呻き, 名詞, "u m e k i"
呻き声, 名詞, "u m e k i g o e"
呻く, 動詞, "u m e k u"
呼, 名詞, "k o"
呼ば, 動詞, "y o b a"
呼ばわり, 名詞, "y o b a w a r i"
呼び, 動詞, "y o b i"
呼びかけ, 動詞, "y o b i k a k e"
呼びかけ, 名詞, "y o b i k a k e"
呼びかける, 動詞, "y o b i k a k e r u"
呼びだし, 動詞, "y o b i d a sh i"
呼びつけ, 動詞, "y o b i ts u k e"
呼びとめ, 動詞, "y o b i t o m e"
呼びよせ, 動詞, "y o b i y o s e"
呼び出さ, 動詞, "y o b i d a s a"
呼び出し, 動詞, "y o b i d a sh i"
呼び出し, 名詞, "y o b i d a sh i"
呼び出す, 動詞, "y o b i d a s u"
呼び名, 名詞, "y o b i n a"
呼び声, 名詞, "y o b i g o e"
呼び寄せ, 動詞, "y o b i y o s e"
呼び寄せる, 動詞, "y o b i y o s e r u"
呼び戻さ, 動詞, "y o b i m o d o s a"
呼び戻し, 動詞, "y o b i m o d o sh i"
呼び戻す, 動詞, "y o b i m o d o s u"
呼び捨て, 名詞, "y o b i s u t e"
呼び掛け, 動詞, "y o b i k a k e"
呼び掛け, 名詞, "y o b i k a k e"
呼び掛ける, 動詞, "y o b i k a k e r u"
呼び止め, 動詞, "y o b i t o m e"
呼び水, 名詞, "y o b i m i z u"
呼び起こさ, 動詞, "y o b i o k o s a"
呼び起こし, 動詞, "y o b i o k o sh i"
呼び起こす, 動詞, "y o b i o k o s u"
呼び込み, 動詞, "y o b i k o m i"
呼び込む, 動詞, "y o b i k o m u"
呼び鈴, 名詞, "y o b i r i N"
呼ぶ, 動詞, "y o b u"
呼べ, 動詞, "y o b e"
呼べる, 動詞, "y o b e r u"
呼ぼう, 動詞, "y o b o:"
呼ん, 動詞, "y o N"
呼出, 名詞, "y o b i d a sh i"
呼出し, 名詞, "y o b i d a sh i"
呼吸, 名詞, "k o ky u:"
呼子, 名詞, "y o b u k o"
呼応, 名詞, "k o o:"
呼気, 名詞, "k o k i"
呼称, 名詞, "k o sh o:"
命, 名詞, "i n o ch i"
命, 名詞, "m e:"
命, 名詞, "m i k o t o"
命がけ, 名詞, "i n o ch i g a k e"
命じ, 動詞, "m e: j i"
命じる, 動詞, "m e: j i r u"
命ずる, 動詞, "m e: z u r u"
命ぜ, 動詞, "m e: z e"
命中, 名詞, "m e: ch u:"
命令, 名詞, "m e: r e:"
命取り, 名詞, "i n o ch i t o r i"
命名, 名詞, "m e: m e:"
命懸け, 名詞, "i n o ch i g a k e"
命拾い, 名詞, "i n o ch i b i r o i"
命日, 名詞, "m e: n i ch i"
命綱, 名詞, "i n o ch i z u n a"
命脈, 名詞, "m e: my a k u"
命運, 名詞, "m e: u N"
命題, 名詞, "m e: d a i"
咀嚼, 名詞, "s o sh a k u"
咄嗟, 名詞, "t o q s a"
咆哮, 名詞, "h o: k o:"
和, 名詞, "k a z u"
和, 名詞, "w a"
和, 名詞, "y a m a t o"
和, 記号, "w a"
和え, 動詞, "a e"
和え, 接尾辞, "a e"
和える, 動詞, "a e r u"
和え物, 名詞, "a e m o n o"
和し, 動詞, "w a sh i"
和ま, 動詞, "n a g o m a"
和み, 動詞, "n a g o m i"
和む, 動詞, "n a g o m u"
和やか, 形状詞, "n a g o y a k a"
和らい, 動詞, "y a w a r a i"
和らぎ, 動詞, "y a w a r a g i"
和らぐ, 動詞, "y a w a r a g u"
和らげ, 動詞, "y a w a r a g e"
和らげる, 動詞, "y a w a r a g e r u"
和ん, 動詞, "n a g o N"
和久, 名詞, "k a z u h i s a"
和久, 名詞, "w a k u"
和也, 名詞, "k a z u y a"
和人, 名詞, "k a z u t o"
和人, 名詞, "sh a m o"
和人, 名詞, "w a j i N"
和代, 名詞, "k a z u y o"
和光, 名詞, "k a z u m i ts u"
和光, 名詞, "w a k o:"
和南城, 名詞, "w a n a j o:"
和博, 名詞, "k a z u h i r o"
和合, 名詞, "w a g o:"
和名, 名詞, "w a my o:"
和声, 名詞, "k a s e:"
和夫, 名詞, "k a z u o"
和子, 名詞, "k a z u k o"
和子, 名詞, "w a k o"
和宏, 名詞, "k a z u h i r o"
和室, 名詞, "w a sh i ts u"
和宮, 名詞, "k a z u n o m i y a"
和尚, 名詞, "o sh o:"
和巳, 名詞, "k a z u m i"
和希, 名詞, "k a z u k i"
和平, 名詞, "w a h e:"
和式, 名詞, "w a sh i k i"
和彦, 名詞, "k a z u h i k o"
和文, 名詞, "k a z u f u m i"
和文, 名詞, "w a b u N"
和明, 名詞, "k a z u a k i"
和服, 名詞, "w a f u k u"
和樹, 名詞, "k a z u k i"
和歌, 名詞, "w a k a"
和歌山, 名詞, "w a k a y a m a"
和気, 名詞, "w a k e"
和気, 名詞, "w a k e n o"
和気, 名詞, "w a k i"
和泉, 名詞, "i z u m i"
和泉, 名詞, "i z u m i n o"
和洋, 名詞, "k a z u h i r o"
和洋, 名詞, "w a y o:"
和漢, 名詞, "w a k a N"
和牛, 名詞, "w a gy u:"
和田, 名詞, "w a d a"
和田山, 名詞, "w a d a y a m a"
和男, 名詞, "k a z u o"
和睦, 名詞, "w a b o k u"
和知, 名詞, "w a ch i"
和紙, 名詞, "w a sh i"
和美, 名詞, "k a z u m i"
和義, 名詞, "k a z u y o sh i"
和義, 名詞, "w a g i"
和英, 名詞, "w a e:"
和葉, 名詞, "k a z u h a"
和虎, 名詞, "k a z u t o r a"
和装, 名詞, "w a s o:"
和製, 名詞, "w a s e:"
和親, 名詞, "w a sh i N"
和解, 名詞, "w a k a i"
和訳, 名詞, "w a y a k u"
和語, 名詞, "w a g o"
和議, 名詞, "w a g i"
和賀, 名詞, "w a g a"
和辻, 名詞, "w a ts u j i"
和銅, 名詞, "w a d o:"
和雄, 名詞, "k a z u o"
和音, 名詞, "k a z u n e"
和音, 名詞, "w a o N"
和風, 名詞, "w a f u:"
和食, 名詞, "w a sh o k u"
和魂, 名詞, "w a k o N"
咎, 名詞, "t o g a"
咎め, 動詞, "t o g a m e"
咎め, 名詞, "t o g a m e"
咎める, 動詞, "t o g a m e r u"
咥え, 動詞, "k u w a e"
咬ま, 動詞, "k a m a"
咬み, 動詞, "k a m i"
咬合, 名詞, "k o: g o:"
咲, 名詞, "s a k i"
咲い, 動詞, "s a i"
咲か, 動詞, "s a k a"
咲き, 動詞, "s a k i"
咲き, 名詞, "s a k i"
咲き, 名詞, "z a k i"
咲き乱れ, 動詞, "s a k i m i d a r e"
咲き乱れる, 動詞, "s a k i m i d a r e r u"
咲き誇る, 動詞, "s a k i h o k o r u"
咲く, 動詞, "s a k u"
咲け, 動詞, "s a k e"
咲子, 名詞, "s a k i k o"
咳, 名詞, "s e k i"
咳, 名詞, "s e k i b a r a i"
咳き込ん, 動詞, "s e k i k o N"
咳嗽, 名詞, "g a i s o:"
咳払い, 名詞, "s e k i b a r a i"
咳止め, 名詞, "s e k i d o m e"
咸臨, 名詞, "k a N r i N"
咽, 名詞, "n o N d o"
咽, 名詞, "n o d o"
咽喉, 名詞, "i N k o:"
咽喉, 名詞, "n o d o"
咽頭, 名詞, "i N t o:"
哀, 名詞, "a i"
哀し, 形容詞, "k a n a sh i"
哀しい, 形容詞, "k a n a sh i:"
哀しく, 形容詞, "k a n a sh i k u"
哀しみ, 名詞, "k a n a sh i m i"
哀れ, 名詞, "a w a r e"
哀れみ, 名詞, "a w a r e m i"
哀れむ, 動詞, "a w a r e m u"
哀切, 名詞, "a i s e ts u"
哀悼, 名詞, "a i t o:"
哀愁, 名詞, "a i sh u:"
哀楽, 名詞, "a i r a k u"
哀願, 名詞, "a i g a N"
品, 名詞, "h i N"
品, 名詞, "sh i n a"
品, 接尾辞, "h i N"
品, 接尾辞, "p i N"
品, 接尾辞, "p o N"
品々, 名詞, "sh i n a j i n a"
品ぞろえ, 名詞, "sh i n a z o r o e"
品位, 名詞, "h i N i"
品切れ, 名詞, "sh i n a g i r e"
品名, 名詞, "h i N m e:"
品定め, 名詞, "sh i n a s a d a m e"
品川, 名詞, "sh i n a g a w a"
品性, 名詞, "h i N s e:"
品揃え, 名詞, "sh i n a z o r o e"
品数, 名詞, "sh i n a k a z u"
品格, 名詞, "h i N k a k u"
品物, 名詞, "sh i n a m o n o"
品番, 名詞, "h i N b a N"
品番, 名詞, "sh i n a b a N"
品目, 名詞, "h i N m o k u"
品種, 名詞, "h i N sh u"
品薄, 名詞, "sh i n a u s u"
品行, 名詞, "h i N k o:"
品評, 名詞, "h i N py o:"
品詞, 名詞, "h i N sh i"
品質, 名詞, "h i N sh i ts u"
哄笑, 名詞, "k o: sh o:"
哉, 助動詞, "n a r i"
哉, 助詞, "k a n a"
員, 接尾辞, "i N"
員数, 名詞, "i N z u:"
哨戒, 名詞, "sh o: k a i"
哲, 名詞, "a k i r a"
哲, 名詞, "s a t o r u"
哲, 名詞, "s a t o sh i"
哲, 名詞, "t e q"
哲, 名詞, "t e ts u"
哲, 記号, "t e ts u"
哲之, 名詞, "t e ts u y u k i"
哲也, 名詞, "t e ts u y a"
哲人, 名詞, "t e ts u j i N"
哲人, 名詞, "t e ts u t o"
哲哉, 名詞, "t e ts u y a"
哲士, 名詞, "t e ts u sh i"
哲夫, 名詞, "t e ts u o"
哲学, 名詞, "t e ts u g a k u"
哲朗, 名詞, "t e ts u r o:"
哲郎, 名詞, "t e ts u r o:"
哲雄, 名詞, "t e ts u o"
哺乳, 名詞, "h o ny u:"
唄, 名詞, "u t a"
唄い, 動詞, "u t a i"
唄う, 動詞, "u t a u"
唄う, 動詞, "u t o:"
唄っ, 動詞, "u t a q"
唇, 名詞, "k u ch i b i r u"
唐, 名詞, "k a r a"
唐, 名詞, "t o:"
唐人, 名詞, "t o: j i N"
唐代, 名詞, "t o: d a i"
唐十郎, 名詞, "t o: j u: r o:"
唐川, 名詞, "k a r a k a w a"
唐揚げ, 名詞, "k a r a a g e"
唐書, 名詞, "t o: j o"
唐木, 名詞, "k a r a k i"
唐木, 名詞, "t o: b o k u"
唐松, 名詞, "k a r a m a ts u"
唐様, 名詞, "k a r a y o:"
唐櫃, 名詞, "k a r a b i ts u"
唐沢, 名詞, "k a r a s a w a"
唐津, 名詞, "k a r a ts u"
唐物, 名詞, "t o: b u ts u"
唐突, 形状詞, "t o: t o ts u"
唐草, 名詞, "k a r a k u s a"
唐詩, 名詞, "t o: sh i"
唐辛子, 名詞, "t o: g a r a sh i"
唖然, 形状詞, "a z e N"
唯, 副詞, "t a d a"
唯, 名詞, "t a d a"
唯, 名詞, "y u i"
唯, 接続詞, "t a d a"
唯一, 名詞, "y u i i ts u"
唯円, 名詞, "y u i e N"
唯史, 名詞, "t a d a sh i"
唯我, 名詞, "y u i g a"
唯物, 名詞, "y u i b u ts u"
唯識, 名詞, "y u i sh i k i"
唯野, 名詞, "t a d a n o"
唱, 名詞, "sh o:"
唱え, 動詞, "t o n a e"
唱え, 動詞, "u t a e"
唱える, 動詞, "t o n a e r u"
唱和, 名詞, "sh o: w a"
唱歌, 名詞, "sh o: k a"
唸っ, 動詞, "u n a q"
唸り, 動詞, "u n a r i"
唸り, 名詞, "u n a r i"
唸り声, 名詞, "u n a r i g o e"
唸る, 動詞, "u n a r u"
唾, 名詞, "ts u b a"
唾液, 名詞, "d a e k i"
啄木, 名詞, "t a k u b o k u"
商, 名詞, "sh o:"
商い, 名詞, "a k i n a i"
商う, 動詞, "a k i n a u"
商事, 名詞, "sh o: j i"
商人, 名詞, "sh o: n i N"
商会, 名詞, "sh o: k a i"
商務, 名詞, "sh o: m u"
商号, 名詞, "sh o: g o:"
商品, 名詞, "sh o: h i N"
商圏, 名詞, "sh o: k e N"
商売, 名詞, "sh o: b a i"
商家, 名詞, "sh o: k a"
商工, 名詞, "sh o: k o:"
商工業, 名詞, "sh o: k o: gy o:"
商店, 名詞, "sh o: t e N"
商戦, 名詞, "sh o: s e N"
商業, 名詞, "sh o: gy o:"
商標, 名詞, "sh o: hy o:"
商法, 名詞, "sh o: h o:"
商特, 名詞, "sh o: t o k u"
商用, 名詞, "sh o: y o:"
商社, 名詞, "sh o: sh a"
商科, 名詞, "sh o: k a"
商船, 名詞, "sh o: s e N"
商談, 名詞, "sh o: d a N"
商館, 名詞, "sh o: k a N"
問, 名詞, "m o N"
問, 名詞, "t o i"
問, 記号, "m o N"
問い, 動詞, "t o i"
問い, 名詞, "t o i"
問いかけ, 動詞, "t o i k a k e"
問いかけ, 名詞, "t o i k a k e"
問いかける, 動詞, "t o i k a k e r u"
問いただし, 動詞, "t o i t a d a sh i"
問いただす, 動詞, "t o i t a d a s u"
問いつめ, 動詞, "t o i ts u m e"
問い合せ, 名詞, "t o i a w a s e"
問い合わせ, 動詞, "t o i a w a s e"
問い合わせ, 名詞, "t o i a w a s e"
問い合わせる, 動詞, "t o i a w a s e r u"
問い詰め, 動詞, "t o i ts u m e"
問い詰める, 動詞, "t o i ts u m e r u"
問い返し, 動詞, "t o i k a e sh i"
問い返す, 動詞, "t o i k a e s u"
問う, 動詞, "t o u"
問う, 動詞, "t o:"
問え, 動詞, "t o e"
問わ, 動詞, "t o w a"
問合, 名詞, "t o i a w a s e"
問合せ, 名詞, "t o i a w a s e"
問屋, 名詞, "d o N y a"
問屋, 名詞, "t o N y a"
問答, 名詞, "m o N d o:"
問診, 名詞, "m o N sh i N"
問責, 名詞, "m o N s e k i"
問題, 名詞, "m o N d a i"
啓, 名詞, "a k i r a"
啓, 名詞, "h i r a k u"
啓, 名詞, "h i r o m u"
啓, 名詞, "k e:"
啓もう, 名詞, "k e: m o:"
啓一, 名詞, "k e: i ch i"
啓介, 名詞, "k e: s u k e"
啓司, 名詞, "k e: j i"
啓太, 名詞, "k e: t a"
啓子, 名詞, "k e: k o"
啓治, 名詞, "k e: j i"
啓発, 名詞, "k e: h a ts u"
啓示, 名詞, "k e: j i"
啓蒙, 名詞, "k e: m o:"
啖呵, 名詞, "t a N k a"
啜っ, 動詞, "s u s u q"
啜り, 動詞, "s u s u r i"
啜る, 動詞, "s u s u r u"
啞然, 形状詞, "a z e N"
啼く, 動詞, "n a k u"
喀痰, 名詞, "k a k u t a N"
善, 名詞, "y o sh i"
善, 名詞, "z e N"
善い, 形容詞, "y o i"
善く, 形容詞, "y o k u"
善し悪し, 名詞, "y o sh i a sh i"
善人, 名詞, "y o sh i t o"
善人, 名詞, "z e N n i N"
善光, 名詞, "y o sh i m i ts u"
善光, 名詞, "z e N k o:"
善光寺, 名詞, "z e N k o: j i"
善処, 名詞, "z e N sh o"
善導, 名詞, "z e N d o:"
善彦, 名詞, "y o sh i h i k o"
善後, 名詞, "z e N g o"
善徳, 名詞, "z e N t o k u"
善悪, 名詞, "z e N a k u"
善意, 名詞, "z e N i"
善戦, 名詞, "z e N s e N"
善政, 名詞, "y o sh i m a s a"
善政, 名詞, "z e N s e:"
善次郎, 名詞, "z e N j i r o:"
善玉, 名詞, "z e N d a m a"
善男, 名詞, "y o sh i o"
善男, 名詞, "z e N n a N"
善福寺, 名詞, "z e N p u k u j i"
善良, 名詞, "z e N ry o:"
善行, 名詞, "y o sh i y u k i"
善行, 名詞, "z e N k o:"
善隣, 名詞, "z e N r i N"
喇叭, 名詞, "r a q p a"
喉, 名詞, "n o d o"
喉仏, 名詞, "n o d o b o t o k e"
喉元, 名詞, "n o d o m o t o"
喉頭, 名詞, "k o: t o:"
喋っ, 動詞, "sh a b e q"
喋ら, 動詞, "sh a b e r a"
喋り, 動詞, "sh a b e r i"
喋り, 名詞, "sh a b e r i"
喋る, 動詞, "sh a b e r u"
喋れ, 動詞, "sh a b e r e"
喋れる, 動詞, "sh a b e r e r u"
喘い, 動詞, "a e:"
喘ぎ, 動詞, "a e g i"
喘ぐ, 動詞, "a e g u"
喘息, 名詞, "z e N s o k u"
喘鳴, 名詞, "z e N m e:"
喚い, 動詞, "w a m e:"
喚き, 動詞, "o m e k i"
喚き, 動詞, "w a m e k i"
喚問, 名詞, "k a N m o N"
喚声, 名詞, "k a N s e:"
喚起, 名詞, "k a N k i"
喜, 名詞, "k i"
喜ば, 動詞, "y o r o k o b a"
喜ばしい, 形容詞, "y o r o k o b a sh i:"
喜び, 動詞, "y o r o k o b i"
喜び, 名詞, "y o r o k o b i"
喜び勇ん, 動詞, "y o r o k o b i i s a N"
喜ぶ, 動詞, "y o r o k o b u"
喜べ, 動詞, "y o r o k o b e"
喜ん, 動詞, "y o r o k o N"
喜一, 名詞, "k i i ch i"
喜一郎, 名詞, "k i i ch i r o:"
喜三郎, 名詞, "k i s a b u r o:"
喜代, 名詞, "k i y o"
喜八, 名詞, "k i h a ch i"
喜八郎, 名詞, "k i h a ch i r o:"
喜兵衛, 名詞, "k i h e:"
喜劇, 名詞, "k i g e k i"
喜助, 名詞, "k i s u k e"
喜多, 名詞, "k i t a"
喜多方, 名詞, "k i t a k a t a"
喜太郎, 名詞, "k i t a r o:"
喜寿, 名詞, "k i j u"
喜怒, 名詞, "k i d o"
喜悦, 名詞, "k i e ts u"
喜捨, 名詞, "k i sh a"
喜朗, 名詞, "y o sh i r o:"
喜望, 名詞, "k i b o:"
喜田, 名詞, "k i d a"
喜田, 名詞, "k i t a"
喜美, 名詞, "y o sh i m i"
喝, 名詞, "k a ts u"
喝破, 名詞, "k a q p a"
喝采, 名詞, "k a q s a i"
喧伝, 名詞, "k e N d e N"
喧嘩, 名詞, "g e N k a"
喧嘩, 名詞, "k e N k a"
喧噪, 名詞, "k e N s o:"
喧騒, 名詞, "k e N s o:"
喪, 名詞, "m o"
喪っ, 動詞, "u sh i n a q"
喪中, 名詞, "m o ch u:"
喪主, 名詞, "m o sh u"
喪失, 名詞, "s o: sh i ts u"
喪服, 名詞, "m o f u k u"
喫い, 動詞, "s u i"
喫し, 動詞, "k i q sh i"
喫っ, 動詞, "s u q"
喫煙, 名詞, "k i ts u e N"
喫緊, 名詞, "k i q k i N"
喫茶, 名詞, "k i q s a"
喬, 名詞, "ky o:"
喬, 名詞, "t a k a sh i"
喬也, 名詞, "t a k a y a"
喬木, 名詞, "ky o: b o k u"
喬木, 名詞, "t a k a g i"
喰, 動詞, "k u e"
喰, 動詞, "k u i"
喰い, 動詞, "k u i"
喰う, 動詞, "k u r o:"
喰う, 動詞, "k u u"
喰う, 動詞, "k u:"
喰っ, 動詞, "k u q"
